Year,Product,India_Exports,Global_Exports,India_Export_Percentage,Export_Rank,Prev_Exports,Export_Growth_Percentage,India_Imports,Global_Imports,India_Import_Percentage,Import_Rank,Prev_Imports,Import_Growth_Percentage,India_Total_Trade,Global_Total_Trade,India_Total_Trade_Percentage,Trade_Rank,Prev_Total_Trade,Total_Trade_Growth_Percentage,Trade_Deficit,Prev_Trade_Deficit,Trade_Deficit_Growth_Percentage
2023,Agricultural products,51061,2302227,2.22,14,54685,-6.63,41157,2385127,1.73,14,46454,-11.4,92218,4687354,1.97,15,101139,-8.82,-9904,-8231,20.33
2023,Automotive products,17049,1870094,0.91,22,16876,1.03,8360,1878796,0.44,38,7552,10.7,25409,3748890,0.68,27,24428,4.02,-8689,-9324,-6.81
2023,Chemicals,62161,2824734,2.2,14,65221,-4.69,83738,2970280,2.82,8,95608,-12.42,145899,5795014,2.52,13,160829,-9.28,21577,30387,-28.99
2023,Clothing,15366,554377,2.77,9,17641,-12.9,1751,486046,0.36,42,1952,-10.3,17117,1040423,1.65,15,19593,-12.64,-13615,-15689,-13.22
2023,Electronic data processing and office equipment,1699,696813,0.24,30,1420,19.65,24565,725256,3.39,8,22495,9.2,26264,1422069,1.85,15,23915,9.82,22866,21075,8.5
2023,Food,47512,2030654,2.34,14,50417,-5.76,31355,2094130,1.5,15,34339,-8.69,78867,4124784,1.91,15,84756,-6.95,-16157,-16078,0.49
2023,Fuels,89328,3285952,2.72,10,98470,-9.28,220590,3324743,6.63,3,277235,-20.43,309918,6610695,4.69,3,375705,-17.51,131262,178765,-26.57
2023,Fuels and mining products,106091,4270726,2.48,9,115338,-8.02,260713,4449734,5.86,3,321031,-18.79,366804,8720460,4.21,3,436369,-15.94,154622,205693,-24.83
2023,Integrated circuits and electronic components,2319,1173635,0.2,21,1872,23.88,26851,1325579,2.03,13,20761,29.33,29170,2499214,1.17,15,22633,28.88,24532,18889,29.87
2023,Iron and steel,15070,541270,2.78,11,18399,-18.09,13738,547449,2.51,11,12137,13.19,28808,1088719,2.65,12,30536,-5.66,-1332,-6262,-78.73
2023,Machinery and transport equipment,89614,8371713,1.07,23,80798,10.91,153863,8605998,1.79,15,142277,8.14,243477,16977711,1.43,21,223075,9.15,64249,61479,4.51
2023,Manufactures,273791,16051617,1.71,19,281864,-2.86,325672,16113391,2.02,14,326869,-0.37,599463,32165008,1.86,17,608733,-1.52,51881,45005,15.28
2023,Office and telecom equipment,19893,2729053,0.73,18,13303,49.54,63478,2943477,2.16,13,56967,11.43,83371,5672530,1.47,15,70270,18.64,43585,43664,-0.18
2023,Pharmaceuticals,23166,907319,2.55,11,21521,7.64,5261,953807,0.55,31,4955,6.18,28427,1861126,1.53,17,26476,7.37,-17905,-16566,8.08
2023,Telecommunications equipment,15875,858602,1.85,12,10011,58.58,12063,892645,1.35,18,13711,-12.02,27938,1751247,1.6,14,23722,17.77,-3812,3700,-203.03
2023,Textiles,18042,326487,5.53,2,19339,-6.71,5618,280673,2.0,13,5968,-5.86,23660,607160,3.9,5,25307,-6.51,-12424,-13371,-7.08
2023,Transport equipment,30246,2452837,1.23,22,28571,5.86,25473,2400716,1.06,26,21458,18.71,55719,4853553,1.15,22,50029,11.37,-4773,-7113,-32.9
2022,Agricultural products,54685,2328660,2.35,12,50490,8.31,46454,2440146,1.9,13,38206,21.59,101139,4768806,2.12,14,88696,14.03,-8231,-12284,-32.99
2022,Automotive products,16876,1563668,1.08,22,14753,14.39,7552,1584054,0.48,40,6949,8.68,24428,3147722,0.78,26,21702,12.56,-9324,-7804,19.48
2022,Chemicals,65221,3068154,2.13,14,62291,4.7,95608,3251197,2.94,9,78207,22.25,160829,6319351,2.55,13,140498,14.47,30387,15916,90.92
2022,Clothing,17641,584347,3.02,7,16150,9.23,1952,534844,0.36,38,1604,21.7,19593,1119191,1.75,15,17754,10.36,-15689,-14546,7.86
2022,Electronic data processing and office equipment,1420,756801,0.19,32,1912,-25.73,22495,815076,2.76,10,24620,-8.63,23915,1571877,1.52,15,26532,-9.86,21075,22708,-7.19
2022,Food,50417,2015463,2.5,13,44690,12.81,34339,2095885,1.64,14,28819,19.15,84756,4111348,2.06,15,73509,15.3,-16078,-15871,1.3
2022,Fuels,98470,4101750,2.4,12,56398,74.6,277235,4172691,6.64,3,170395,62.7,375705,8274441,4.54,4,226793,65.66,178765,113997,56.82
2022,Fuels and mining products,115338,5172017,2.23,13,75455,52.86,321031,5445171,5.9,4,201546,59.28,436369,10617188,4.11,4,277001,57.53,205693,126091,63.13
2022,Integrated circuits and electronic components,1872,1309652,0.14,22,920,103.48,20761,1491304,1.39,14,18507,12.18,22633,2800956,0.81,15,19427,16.5,18889,17587,7.4
2022,Iron and steel,18399,622437,2.96,11,23610,-22.07,12137,634090,1.91,17,9213,31.74,30536,1256527,2.43,12,32823,-6.97,-6262,-14397,-56.5
2022,Machinery and transport equipment,80798,8124026,0.99,23,68289,18.32,142277,8454687,1.68,16,118867,19.69,223075,16578713,1.35,22,187156,19.19,61479,50578,21.55
2022,Manufactures,281864,16288617,1.73,16,268509,4.97,326869,16622868,1.97,14,273358,19.58,608733,32911485,1.85,16,541867,12.34,45005,4849,828.13
2022,Office and telecom equipment,13303,2930125,0.45,23,8961,48.45,56967,3197052,1.78,14,53627,6.23,70270,6127177,1.15,17,62588,12.27,43664,44666,-2.24
2022,Pharmaceuticals,21521,910048,2.36,13,21012,2.42,4955,951434,0.52,31,5565,-10.96,26476,1861482,1.42,16,26577,-0.38,-16566,-15447,7.24
2022,Telecommunications equipment,10011,863651,1.16,16,6129,63.34,13711,890686,1.54,17,10499,30.59,23722,1754337,1.35,18,16628,42.66,3700,4370,-15.33
2022,Textiles,19339,355723,5.44,2,22233,-13.02,5968,318869,1.87,15,5305,12.5,25307,674592,3.75,5,27538,-8.1,-13371,-16928,-21.01
2022,Transport equipment,28571,2112367,1.35,19,27068,5.55,21458,2079752,1.03,25,15685,36.81,50029,4192119,1.19,22,42753,17.02,-7113,-11383,-37.51
2021,Agricultural products,50490,2145271,2.35,12,38872,29.89,38206,2205065,1.73,13,26188,45.89,88696,4350336,2.04,14,65060,36.33,-12284,-12684,-3.15
2021,Automotive products,14753,1474006,1.0,22,10533,40.06,6949,1481136,0.47,38,4688,48.23,21702,2955142,0.73,27,15221,42.58,-7804,-5845,33.52
2021,Chemicals,62291,2806675,2.22,13,52693,18.21,78207,2915531,2.68,10,53091,47.31,140498,5722206,2.46,13,105784,32.82,15916,398,3898.99
2021,Clothing,16150,553632,2.92,8,12973,24.49,1604,492361,0.33,43,1137,41.07,17754,1045993,1.7,15,14110,25.83,-14546,-11836,22.9
2021,Electronic data processing and office equipment,1912,786054,0.24,29,1120,70.71,24620,853248,2.89,9,17974,36.98,26532,1639302,1.62,15,19094,38.95,22708,16854,34.73
2021,Food,44690,1840002,2.43,12,35189,27.0,28819,1884151,1.53,15,20186,42.77,73509,3724153,1.97,15,55375,32.75,-15871,-15003,5.79
2021,Fuels,56398,2540728,2.22,12,27633,104.1,170395,2591236,6.58,3,104356,63.28,226793,5131964,4.42,4,131989,71.83,113997,76723,48.58
2021,Fuels and mining products,75455,3653061,2.07,13,40591,85.89,201546,3839929,5.25,4,123616,63.04,277001,7492990,3.7,6,164207,68.69,126091,83025,51.87
2021,Integrated circuits and electronic components,920,1193657,0.08,26,599,53.59,18507,1391634,1.33,13,11171,65.67,19427,2585291,0.75,15,11770,65.06,17587,10572,66.35
2021,Iron and steel,23610,584986,4.04,7,12562,87.95,9213,569756,1.62,20,6074,51.68,32823,1154742,2.84,12,18636,76.13,-14397,-6488,121.9
2021,Machinery and transport equipment,68289,7826244,0.87,25,50630,34.88,118867,8030447,1.48,18,90448,31.42,187156,15856691,1.18,22,141078,32.66,50578,39818,27.02
2021,Manufactures,268509,15446794,1.74,17,195416,37.4,273358,15500870,1.76,17,194319,40.67,541867,30947664,1.75,18,389735,39.03,4849,-1097,-542.02
2021,Office and telecom equipment,8961,2888146,0.31,27,5712,56.88,53627,3159282,1.7,13,39725,35.0,62588,6047428,1.03,19,45437,37.75,44666,34013,31.32
2021,Pharmaceuticals,21012,883181,2.38,13,20030,4.9,5565,912566,0.61,29,4458,24.83,26577,1795747,1.48,16,24488,8.53,-15447,-15572,-0.8
2021,Telecommunications equipment,6129,908432,0.67,23,3992,53.53,10499,914392,1.15,20,10580,-0.77,16628,1822824,0.91,23,14572,14.11,4370,6588,-33.67
2021,Textiles,22233,358519,6.2,2,15042,47.81,5305,315291,1.68,19,3436,54.39,27538,673810,4.09,5,18478,49.03,-16928,-11606,45.86
2021,Transport equipment,27068,2014087,1.34,20,20577,31.54,15685,1942411,0.81,30,13696,14.52,42753,3956498,1.08,23,34273,24.74,-11383,-6881,65.43
2020,Agricultural products,38872,1811904,2.15,14,37371,4.02,26188,1850408,1.42,17,27931,-6.24,65060,3662312,1.78,17,65302,-0.37,-12684,-9440,34.36
2020,Automotive products,10533,1272021,0.83,23,14704,-28.37,4688,1280934,0.37,39,5934,-21.0,15221,2552955,0.6,29,20638,-26.25,-5845,-8770,-33.35
2020,Chemicals,52693,2226591,2.37,13,53104,-0.77,53091,2311896,2.3,12,59532,-10.82,105784,4538487,2.33,13,112636,-6.08,398,6428,-93.81
2020,Clothing,12973,458373,2.83,8,17160,-24.4,1137,417512,0.27,46,1353,-15.96,14110,875885,1.61,16,18513,-23.78,-11836,-15807,-25.12
2020,Electronic data processing and office equipment,1120,668425,0.17,33,1261,-11.18,17974,719711,2.5,11,19426,-7.47,19094,1388136,1.38,17,20687,-7.7,16854,18165,-7.22
2020,Food,35189,1578375,2.23,15,33665,4.53,20186,1607159,1.26,19,19026,6.1,55375,3185534,1.74,17,52691,5.09,-15003,-14639,2.49
2020,Fuels,27633,1574587,1.75,16,44532,-37.95,104356,1601963,6.51,4,152670,-31.65,131989,3176550,4.16,5,197202,-33.07,76723,108138,-29.05
2020,Fuels and mining products,40591,2329900,1.74,17,55978,-27.49,123616,2438411,5.07,5,177565,-30.38,164207,4768311,3.44,8,233543,-29.69,83025,121587,-31.72
2020,Integrated circuits and electronic components,599,939429,0.06,28,805,-25.59,11171,1097465,1.02,15,14113,-20.85,11770,2036894,0.58,16,14918,-21.1,10572,13308,-20.56
2020,Iron and steel,12562,364652,3.44,8,12064,4.13,6074,371149,1.64,19,10066,-39.66,18636,735801,2.53,13,22130,-15.79,-6488,-1998,224.72
2020,Machinery and transport equipment,50630,6548646,0.77,27,61678,-17.91,90448,6723280,1.35,20,109229,-17.19,141078,13271926,1.06,22,170907,-17.45,39818,47551,-16.26
2020,Manufactures,195416,12629953,1.55,19,229445,-14.83,194319,12736345,1.53,19,240150,-19.08,389735,25366298,1.54,20,469595,-17.01,-1097,10705,-110.25
2020,Office and telecom equipment,5712,2403003,0.24,29,6366,-10.27,39725,2614324,1.52,14,44648,-11.03,45437,5017327,0.91,19,51014,-10.93,34013,38282,-11.15
2020,Pharmaceuticals,20030,735539,2.72,12,17859,12.16,4458,764540,0.58,30,4456,0.04,24488,1500079,1.63,15,22315,9.74,-15572,-13403,16.18
2020,Telecommunications equipment,3992,795139,0.5,25,4300,-7.16,10580,797153,1.33,19,11109,-4.76,14572,1592292,0.92,23,15409,-5.43,6588,6809,-3.25
2020,Textiles,15042,333878,4.51,2,17189,-12.49,3436,308453,1.11,23,4605,-25.39,18478,642331,2.88,6,21794,-15.22,-11606,-12584,-7.77
2020,Transport equipment,20577,1728401,1.19,22,27238,-24.45,13696,1681438,0.81,28,16341,-16.19,34273,3409839,1.01,22,43579,-21.35,-6881,-10897,-36.85
2019,Agricultural products,37371,1791633,2.09,15,38927,-4.0,27931,1834287,1.52,16,28246,-1.12,65302,3625920,1.8,15,67173,-2.79,-9440,-10681,-11.62
2019,Automotive products,14704,1510379,0.97,22,15397,-4.5,5934,1540179,0.39,42,6628,-10.47,20638,3050558,0.68,28,22025,-6.3,-8770,-8769,0.01
2019,Chemicals,53104,2218767,2.39,14,50071,6.06,59532,2323172,2.56,10,60105,-0.95,112636,4541939,2.48,13,110176,2.23,6428,10034,-35.94
2019,Clothing,17160,507714,3.38,6,16552,3.67,1353,461728,0.29,44,1221,10.81,18513,969442,1.91,14,17773,4.16,-15807,-15331,3.1
2019,Electronic data processing and office equipment,1261,700527,0.18,32,997,26.48,19426,682704,2.85,10,20121,-3.45,20687,1383231,1.5,15,21118,-2.04,18165,19124,-5.01
2019,Food,33665,1540552,2.19,16,33865,-0.59,19026,1566108,1.21,19,19554,-2.7,52691,3106660,1.7,16,53419,-1.36,-14639,-14311,2.29
2019,Fuels,44532,2372474,1.88,15,48591,-8.35,152670,2366796,6.45,4,168782,-9.55,197202,4739270,4.16,6,217373,-9.28,108138,120191,-10.03
2019,Fuels and mining products,55978,3099281,1.81,16,59987,-6.68,177565,3193371,5.56,4,198755,-10.66,233543,6292652,3.71,6,258742,-9.74,121587,138768,-12.38
2019,Integrated circuits and electronic components,805,858651,0.09,26,544,47.98,14113,1004238,1.41,14,11515,22.56,14918,1862889,0.8,15,12059,23.71,13308,10971,21.3
2019,Iron and steel,12064,420050,2.87,11,12147,-0.68,10066,435114,2.31,15,10338,-2.63,22130,855164,2.59,11,22485,-1.58,-1998,-1809,10.45
2019,Machinery and transport equipment,61678,6877700,0.9,26,57014,8.18,109229,7154997,1.53,17,109589,-0.33,170907,14032697,1.22,22,166603,2.58,47551,52575,-9.56
2019,Manufactures,229445,13248288,1.73,17,223265,2.77,240150,13475532,1.78,16,246405,-2.54,469595,26723820,1.76,17,469670,-0.02,10705,23140,-53.74
2019,Office and telecom equipment,6366,2316737,0.27,28,3686,72.71,44648,2505178,1.78,14,45899,-2.73,51014,4821915,1.06,19,49585,2.88,38282,42213,-9.31
2019,Pharmaceuticals,17859,670787,2.66,11,15755,13.35,4456,708894,0.63,28,4089,8.98,22315,1379681,1.62,16,19844,12.45,-13403,-11666,14.89
2019,Telecommunications equipment,4300,757561,0.57,24,2144,100.56,11109,818225,1.36,18,14262,-22.11,15409,1575786,0.98,21,16406,-6.08,6809,12118,-43.81
2019,Textiles,17189,311730,5.51,2,18115,-5.11,4605,275850,1.67,19,4528,1.7,21794,587580,3.71,5,22643,-3.75,-12584,-13587,-7.38
2019,Transport equipment,27238,2057594,1.32,22,26453,2.97,16341,2055999,0.79,30,16939,-3.53,43579,4113593,1.06,23,43392,0.43,-10897,-9514,14.54
2018,Agricultural products,38927,1815921,2.14,13,38833,0.24,28246,1858654,1.52,16,32991,-14.38,67173,3674575,1.83,14,71824,-6.48,-10681,-5842,82.83
2018,Automotive products,15397,1545514,1.0,22,13651,12.79,6628,1560561,0.42,40,5988,10.69,22025,3106075,0.71,27,19639,12.15,-8769,-7663,14.43
2018,Chemicals,50071,2262008,2.21,14,40916,22.38,60105,2362010,2.54,10,49083,22.46,110176,4624018,2.38,13,89999,22.42,10034,8167,22.86
2018,Clothing,16552,508103,3.26,6,18313,-9.62,1221,462790,0.26,46,817,49.45,17773,970893,1.83,15,19130,-7.09,-15331,-17496,-12.37
2018,Electronic data processing and office equipment,997,740872,0.13,34,1013,-1.58,20121,711378,2.83,10,21015,-4.25,21118,1452250,1.45,16,22028,-4.13,19124,20002,-4.39
2018,Food,33865,1543484,2.19,14,34374,-1.48,19554,1564313,1.25,18,25037,-21.9,53419,3107797,1.72,16,59411,-10.09,-14311,-9337,53.27
2018,Fuels,48591,2533472,1.92,15,35871,35.46,168782,2579499,6.54,4,123104,37.11,217373,5112971,4.25,5,158975,36.73,120191,87233,37.78
2018,Fuels and mining products,59987,3271638,1.83,17,47674,25.83,198755,3425203,5.8,4,148150,34.16,258742,6696841,3.86,5,195824,32.13,138768,100476,38.11
2018,Integrated circuits and electronic components,544,855375,0.06,29,452,20.35,11515,1010760,1.14,15,7888,45.98,12059,1866135,0.65,16,8340,44.59,10971,7436,47.54
2018,Iron and steel,12147,471005,2.58,13,13905,-12.64,10338,482417,2.14,17,8608,20.1,22485,953422,2.36,12,22513,-0.12,-1809,-5297,-65.85
2018,Machinery and transport equipment,57014,7020346,0.81,26,49071,16.19,109589,7281234,1.51,17,96805,13.21,166603,14301580,1.16,22,145876,14.21,52575,47734,10.14
2018,Manufactures,223265,13514529,1.65,17,205024,8.9,246405,13749811,1.79,15,222655,10.67,469670,27264340,1.72,17,427679,9.82,23140,17631,31.25
2018,Office and telecom equipment,3686,2366881,0.16,32,2439,51.13,45899,2570729,1.79,14,42152,8.89,49585,4937610,1.0,19,44591,11.2,42213,39713,6.3
2018,Pharmaceuticals,15755,636811,2.47,12,14276,10.36,4089,674017,0.61,28,3396,20.41,19844,1310828,1.51,16,17672,12.29,-11666,-10880,7.22
2018,Telecommunications equipment,2144,770627,0.28,28,973,120.35,14262,848588,1.68,13,13249,7.65,16406,1619215,1.01,19,14222,15.36,12118,12276,-1.29
2018,Textiles,18115,319333,5.67,2,17078,6.07,4528,283356,1.6,20,3983,13.68,22643,602689,3.76,5,21061,7.51,-13587,-13095,3.76
2018,Transport equipment,26453,2105988,1.26,22,25284,4.62,16939,2087837,0.81,30,17079,-0.82,43392,4193825,1.03,24,42363,2.43,-9514,-8205,15.95
2017,Agricultural products,38833,1737252,2.24,14,33064,17.45,32991,1766495,1.87,13,29029,13.65,71824,3503747,2.05,13,62093,15.67,-5842,-4035,44.78
2017,Automotive products,13651,1467427,0.93,23,12605,8.3,5988,1473540,0.41,40,5183,15.53,19639,2940967,0.67,27,17788,10.41,-7663,-7422,3.25
2017,Chemicals,40916,2009299,2.04,15,36689,11.52,49083,2113638,2.32,12,42890,14.44,89999,4122937,2.18,14,79579,13.09,8167,6201,31.7
2017,Clothing,18313,480039,3.81,6,17932,2.12,817,431133,0.19,48,717,13.95,19130,911172,2.1,13,18649,2.58,-17496,-17215,1.63
2017,Electronic data processing and office equipment,1013,661142,0.15,34,538,88.29,21015,628558,3.34,7,7390,184.37,22028,1289700,1.71,15,7928,177.85,20002,6852,191.91
2017,Food,34374,1483276,2.32,13,29062,18.28,25037,1494270,1.68,15,21719,15.28,59411,2977546,2.0,13,50781,16.99,-9337,-7343,27.16
2017,Fuels,35871,1948251,1.84,18,27704,29.48,123104,2011210,6.12,4,89302,37.85,158975,3959461,4.02,6,117006,35.87,87233,61598,41.62
2017,Fuels and mining products,47674,2613174,1.82,18,35929,32.69,148150,2767184,5.35,4,108092,37.06,195824,5380358,3.64,7,144021,35.97,100476,72163,39.23
2017,Integrated circuits and electronic components,452,760335,0.06,31,355,27.32,7888,888651,0.89,15,5489,43.71,8340,1648986,0.51,17,5844,42.71,7436,5134,44.84
2017,Iron and steel,13905,416815,3.34,10,8245,68.65,8608,426599,2.02,16,7796,10.42,22513,843414,2.67,11,16041,40.35,-5297,-449,1079.73
2017,Machinery and transport equipment,49071,6517328,0.75,28,43358,13.18,96805,6733436,1.44,18,82292,17.64,145876,13250764,1.1,23,125650,16.1,47734,38934,22.6
2017,Manufactures,205024,12481405,1.64,18,186061,10.19,222655,12645147,1.76,15,185999,19.71,427679,25126552,1.7,17,372060,14.95,17631,-62,-28537.1
2017,Office and telecom equipment,2439,2177307,0.11,35,2368,3.0,42152,2380008,1.77,15,31918,32.06,44591,4557315,0.98,19,34286,30.06,39713,29550,34.39
2017,Pharmaceuticals,14276,567936,2.51,11,14391,-0.8,3396,609366,0.56,31,3159,7.5,17672,1177302,1.5,16,17550,0.7,-10880,-11232,-3.13
2017,Telecommunications equipment,973,755828,0.13,40,1475,-34.03,13249,862795,1.54,14,19040,-30.41,14222,1618623,0.88,23,20515,-30.68,12276,17565,-30.11
2017,Textiles,17078,302763,5.64,2,16121,5.94,3983,266619,1.49,20,3593,10.85,21061,569382,3.7,5,19714,6.83,-13095,-12528,4.53
2017,Transport equipment,25284,2021860,1.25,20,22823,10.78,17079,1972014,0.87,27,15813,8.01,42363,3993874,1.06,22,38636,9.65,-8205,-7010,17.05
2016,Agricultural products,33064,1593977,2.07,15,34643,-4.56,29029,1612358,1.8,13,27718,4.73,62093,3206335,1.94,13,62361,-0.43,-4035,-6925,-41.73
2016,Automotive products,12605,1368043,0.92,22,11363,10.93,5183,1367190,0.38,39,5430,-4.55,17788,2735233,0.65,27,16793,5.93,-7422,-5933,25.1
2016,Chemicals,36689,1834322,2.0,15,35946,2.07,42890,1915767,2.24,13,46819,-8.39,79579,3750089,2.12,14,82765,-3.85,6201,10873,-42.97
2016,Clothing,17932,460745,3.89,5,18168,-1.3,717,410974,0.17,47,672,6.7,18649,871719,2.14,13,18840,-1.01,-17215,-17496,-1.61
2016,Electronic data processing and office equipment,538,517271,0.1,35,590,-8.81,7390,529238,1.4,16,8293,-10.89,7928,1046509,0.76,24,8883,-10.75,6852,7703,-11.05
2016,Food,29062,1366037,2.13,13,29954,-2.98,21719,1366541,1.59,17,20490,6.0,50781,2732578,1.86,14,50444,0.67,-7343,-9464,-22.41
2016,Fuels,27704,1499471,1.85,17,31387,-11.73,89302,1535847,5.81,4,104631,-14.65,117006,3035318,3.85,7,136018,-13.98,61598,73244,-15.9
2016,Fuels and mining products,35929,2042685,1.76,20,40316,-10.88,108092,2136417,5.06,6,129921,-16.8,144021,4179102,3.45,9,170237,-15.4,72163,89605,-19.47
2016,Integrated circuits and electronic components,355,638124,0.06,32,356,-0.28,5489,765854,0.72,16,4304,27.53,5844,1403978,0.42,19,4660,25.41,5134,3948,30.04
2016,Iron and steel,8245,344627,2.39,12,8289,-0.53,7796,351457,2.22,15,10090,-22.74,16041,696084,2.3,12,18379,-12.72,-449,1801,-124.93
2016,Machinery and transport equipment,43358,5938587,0.73,27,43325,0.08,82292,6122220,1.34,17,80445,2.3,125650,12060807,1.04,22,123770,1.52,38934,37120,4.89
2016,Manufactures,186061,11478910,1.62,18,181637,2.44,185999,11588726,1.6,16,187219,-0.65,372060,23067636,1.61,17,368856,0.87,-62,5582,-101.11
2016,Office and telecom equipment,2368,1935555,0.12,35,2261,4.73,31918,2111311,1.51,15,32535,-1.9,34286,4046866,0.85,19,34796,-1.47,29550,30274,-2.39
2016,Pharmaceuticals,14391,539455,2.67,10,13903,3.51,3159,565983,0.56,28,3148,0.35,17550,1105438,1.59,16,17051,2.93,-11232,-10755,4.44
2016,Telecommunications equipment,1475,780140,0.19,36,1315,12.17,19040,816221,2.33,9,19938,-4.5,20515,1596361,1.29,14,21253,-3.47,17565,18623,-5.68
2016,Textiles,16121,288985,5.58,2,17263,-6.62,3593,250771,1.43,21,3875,-7.28,19714,539756,3.65,4,21138,-6.74,-12528,-13388,-6.42
2016,Transport equipment,22823,1919363,1.19,22,23210,-1.67,15813,1885133,0.84,27,15322,3.2,38636,3804496,1.02,22,38532,0.27,-7010,-7888,-11.13
2015,Agricultural products,34643,1572392,2.2,14,42897,-19.24,27718,1605859,1.73,13,27316,1.47,62361,3178251,1.96,13,70213,-11.18,-6925,-15581,-55.55
2015,Automotive products,11363,1335580,0.85,22,11816,-3.83,5430,1329079,0.41,37,5312,2.22,16793,2664659,0.63,27,17128,-1.96,-5933,-6504,-8.78
2015,Chemicals,35946,1858868,1.93,16,37118,-3.16,46819,1953921,2.4,11,48048,-2.56,82765,3812789,2.17,14,85166,-2.82,10873,10930,-0.52
2015,Clothing,18168,471796,3.85,6,17650,2.93,672,417154,0.16,53,608,10.53,18840,888950,2.12,13,18258,3.19,-17496,-17042,2.66
2015,Electronic data processing and office equipment,590,549903,0.11,35,528,11.74,8293,558866,1.48,15,7685,7.91,8883,1108769,0.8,23,8213,8.16,7703,7157,7.63
2015,Food,29954,1339817,2.24,14,36003,-16.8,20490,1350034,1.52,17,19103,7.26,50444,2689851,1.88,13,55106,-8.46,-9464,-16900,-44.0
2015,Fuels,31387,1809237,1.73,22,62347,-49.66,104631,1860016,5.63,4,176925,-40.86,136018,3669253,3.71,8,239272,-43.15,73244,114578,-36.07
2015,Fuels and mining products,40316,2384584,1.69,21,72392,-44.31,129921,2495026,5.21,6,204229,-36.38,170237,4879610,3.49,8,276621,-38.46,89605,131837,-32.03
2015,Integrated circuits and electronic components,356,624248,0.06,31,405,-12.1,4304,742734,0.58,17,3107,38.53,4660,1366982,0.34,18,3512,32.69,3948,2702,46.11
